% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	avrgSinrPerRb
2880	0	2	3	0	8	29	0	1	1	312009
2880	0	4	3	0	8	29	0	1	1	9196.58
2880	0	5	3	0	8	29	0	1	1	41885.3
2880	0	6	3	0	8	29	0	1	1	15512.4
2880	0	7	3	0	8	29	0	1	1	32917.9
2880	0	8	3	0	8	29	0	1	1	5723.06
2880	0	9	3	0	8	29	0	1	1	58402.7
2880	0	10	3	0	8	29	0	1	1	30744.6
2884	0	2	1	0	8	29	0	1	1	334250
2884	0	2	7	0	8	29	0	1	1	189638
2884	0	2	5	0	8	29	0	1	1	92290.4
2884	0	3	5	0	8	29	0	1	1	41885.3
2884	0	3	1	0	8	29	0	1	1	41882.5
2884	0	3	7	0	8	29	0	1	1	32917.9
2884	0	4	7	0	8	29	0	1	1	413064
2884	0	4	1	0	8	29	0	1	1	228877
2884	0	4	5	0	8	29	0	1	1	5890.32
2884	0	6	5	0	8	29	0	1	1	174457
2884	0	6	1	0	8	29	0	1	1	42440.3
2884	0	6	7	0	8	29	0	1	1	31879.3
2884	0	8	5	0	8	29	0	1	1	31768.9
2884	0	8	1	0	8	29	0	1	1	17856
2884	0	8	7	0	8	29	0	1	1	15152.3
2884	0	9	7	0	8	29	0	1	1	205677
2884	0	9	1	0	8	29	0	1	1	175739
2884	0	9	5	0	8	29	0	1	1	8363.67
2884	0	10	7	0	8	29	0	1	1	116924
2884	0	10	1	0	8	29	0	1	1	92748.4
2884	0	10	5	0	8	29	0	1	1	5628.27
2888	0	1	10	0	8	29	0	1	1	92748.4
2888	0	2	10	0	8	29	0	1	1	39052.6
2888	0	3	10	0	8	29	0	1	1	30744.6
2888	0	4	10	0	8	29	0	1	1	58659.5
2888	0	5	10	0	8	29	0	1	1	5628.27
2888	0	6	10	0	8	29	0	1	1	6247.16
2888	0	7	10	0	8	29	0	1	1	116924
2888	0	8	10	0	8	29	0	1	1	3547.86
2888	0	9	10	0	8	29	0	1	1	9.04905e+06
2892	0	1	8	0	8	29	0	1	1	17856
2892	0	1	4	0	8	29	0	1	0	13.5456
2892	0	1	6	0	8	29	0	1	0	0.465769
2892	0	2	8	0	8	29	0	1	1	17242
2892	0	2	6	0	8	29	0	1	0	6.39694
2892	0	2	4	0	8	29	0	1	0	0.986213
2892	0	3	8	0	8	29	0	1	1	5723.06
2892	0	3	6	0	8	29	0	1	0	4.23577
2892	0	3	4	0	8	29	0	1	0	1.48894
2892	0	5	8	0	8	29	0	1	1	31768.9
2892	0	5	6	0	8	29	0	1	0	74.3644
2892	0	5	4	0	8	29	0	1	0	0.0848093
2892	0	7	8	0	8	29	0	1	1	15152.3
2892	0	7	4	0	8	29	0	1	0	32.5442
2892	0	7	6	0	8	29	0	1	0	0.19386
2892	0	9	8	0	8	29	0	1	1	4564.76
2892	0	9	4	0	8	29	0	1	0	16.6914
2892	0	9	6	0	8	29	0	1	0	0.377889
2892	0	10	8	0	8	29	0	1	1	3547.86
2892	0	10	4	0	8	29	0	1	0	23.5766
2892	0	10	6	0	8	29	0	1	0	0.267501
2896	0	1	2	0	8	29	0	1	1	334250
2896	0	1	9	0	8	29	0	1	1	175739
2896	0	3	2	0	8	29	0	1	1	312009
2896	0	3	9	0	8	29	0	1	1	58402.7
2896	0	4	9	0	8	29	0	1	1	58817.3
2896	0	4	2	0	8	29	0	1	1	26490.8
2896	0	5	2	0	8	29	0	1	1	92290.4
2896	0	5	9	0	8	29	0	1	1	8363.67
2896	0	6	2	0	8	29	0	1	1	67469.8
2896	0	6	9	0	8	29	0	1	1	8848.88
2896	0	7	9	0	8	29	0	1	1	205677
2896	0	7	2	0	8	29	0	1	1	189638
2896	0	8	2	0	8	29	0	1	1	17242
2896	0	8	9	0	8	29	0	1	1	4564.76
2896	0	10	9	0	8	29	0	1	1	9.04905e+06
2896	0	10	2	0	8	29	0	1	1	39052.6
3200	0	1	3	0	8	29	0	1	1	41882.5
3200	0	2	3	0	8	29	0	1	1	312009
3200	0	4	3	0	8	29	0	1	1	9196.58
3200	0	5	3	0	8	29	0	1	1	41885.3
3200	0	6	3	0	8	29	0	1	1	15512.4
3200	0	7	3	0	8	29	0	1	1	32917.9
3200	0	8	3	0	8	29	0	1	1	5723.06
3200	0	9	3	0	8	29	0	1	1	58402.7
3200	0	10	3	0	8	29	0	1	1	30744.6
3204	0	2	7	0	8	29	0	1	1	189638
3204	0	2	1	0	8	29	0	1	0	10.3286
3204	0	2	9	0	8	29	0	1	0	0.610862
3204	0	3	7	0	8	29	0	1	1	32917.9
3204	0	3	9	0	8	29	0	1	0	3.50247
3204	0	3	1	0	8	29	0	1	0	1.80128
3204	0	4	7	0	8	29	0	1	1	413064
3204	0	4	1	0	8	29	0	1	0	9.77415
3204	0	4	9	0	8	29	0	1	0	0.645502
3204	0	5	7	0	8	29	0	1	1	15910.7
3204	0	5	1	0	8	29	0	1	0	6.33087
3204	0	5	9	0	8	29	0	1	0	0.996219
3204	0	6	7	0	8	29	0	1	1	31879.3
3204	0	6	1	0	8	29	0	1	0	12.0439
3204	0	6	9	0	8	29	0	1	0	0.523702
3204	0	8	7	0	8	29	0	1	1	15152.3
3204	0	8	1	0	8	29	0	1	0	9.82034
3204	0	8	9	0	8	29	0	1	0	0.642057
3204	0	10	7	0	8	29	0	1	1	116924
3204	0	10	9	0	8	29	0	1	0	245.067
3204	0	10	1	0	8	29	0	1	0	0.0257456
3208	0	1	2	0	8	29	0	1	1	334250
3208	0	1	4	0	8	29	0	1	0	4.2526
3208	0	1	10	0	8	29	0	1	0	0.858667
3208	0	1	6	0	8	29	0	1	0	0.331454
3208	0	3	2	0	8	29	0	1	1	312009
3208	0	3	10	0	8	29	0	1	0	3.12515
3208	0	3	6	0	8	29	0	1	0	0.975506
3208	0	3	4	0	8	29	0	1	0	0.499374
3208	0	5	2	0	8	29	0	1	1	92290.4
3208	0	5	6	0	8	29	0	1	0	38.036
3208	0	5	4	0	8	29	0	1	0	0.0821588
3208	0	5	10	0	8	29	0	1	0	0.0783896
3208	0	7	2	0	8	29	0	1	1	189638
3208	0	7	4	0	8	29	0	1	0	6.97265
3208	0	7	10	0	8	29	0	1	0	0.660078
3208	0	7	6	0	8	29	0	1	0	0.151092
3208	0	8	2	0	8	29	0	1	1	17242
3208	0	8	6	0	8	29	0	1	0	99.7947
3208	0	8	4	0	8	29	0	1	0	0.0461318
3208	0	8	10	0	8	29	0	1	0	0.0164691
3208	0	9	2	0	8	29	0	1	1	81286.4
3208	0	9	10	0	8	29	0	1	0	335.904
3208	0	9	4	0	8	29	0	1	0	0.0163109
3208	0	9	6	0	8	29	0	1	0	0.00244046
3212	0	1	5	0	8	29	0	1	1	21085.8
3212	0	1	8	0	8	29	0	1	1	17856
3212	0	2	5	0	8	29	0	1	1	92290.4
3212	0	2	8	0	8	29	0	1	1	17242
3212	0	3	5	0	8	29	0	1	1	41885.3
3212	0	3	8	0	8	29	0	1	1	5723.06
3212	0	4	8	0	8	29	0	1	1	9822.72
3212	0	4	5	0	8	29	0	1	1	5890.32
3212	0	6	8	0	8	29	0	1	1	531299
3212	0	6	5	0	8	29	0	1	1	174457
3212	0	7	5	0	8	29	0	1	1	15910.7
3212	0	7	8	0	8	29	0	1	1	15152.3
3212	0	9	5	0	8	29	0	1	1	8363.67
3212	0	9	8	0	8	29	0	1	1	4564.76
3212	0	10	5	0	8	29	0	1	1	5628.27
3212	0	10	8	0	8	29	0	1	1	3547.86
3520	0	2	3	0	8	29	0	1	1	312009
3520	0	2	1	0	8	29	0	1	0	10.3286
3520	0	2	9	0	8	29	0	1	0	0.610862
3520	0	4	3	0	8	29	0	1	1	9196.58
3520	0	4	1	0	8	29	0	1	0	9.77415
3520	0	4	9	0	8	29	0	1	0	0.645502
3520	0	5	3	0	8	29	0	1	1	41885.3
3520	0	5	1	0	8	29	0	1	0	6.33087
3520	0	5	9	0	8	29	0	1	0	0.996219
3520	0	6	3	0	8	29	0	1	1	15512.4
3520	0	6	1	0	8	29	0	1	0	12.0439
3520	0	6	9	0	8	29	0	1	0	0.523702
3520	0	7	3	0	8	29	0	1	1	32917.9
3520	0	7	1	0	8	29	0	1	0	976.804
3520	0	7	9	0	8	29	0	1	0	0.00645932
3520	0	8	3	0	8	29	0	1	1	5723.06
3520	0	8	1	0	8	29	0	1	0	9.82034
3520	0	8	9	0	8	29	0	1	0	0.642057
3520	0	10	3	0	8	29	0	1	1	30744.6
3520	0	10	9	0	8	29	0	1	0	245.067
3520	0	10	1	0	8	29	0	1	0	0.0257456
3524	0	1	10	0	8	29	0	1	1	92748.4
3524	0	1	6	0	8	29	0	1	1	42440.3
3524	0	2	6	0	8	29	0	1	1	67469.8
3524	0	2	10	0	8	29	0	1	1	39052.6
3524	0	3	10	0	8	29	0	1	1	30744.6
3524	0	3	6	0	8	29	0	1	1	15512.4
3524	0	4	10	0	8	29	0	1	1	58659.5
3524	0	4	6	0	8	29	0	1	1	13157.2
3524	0	5	6	0	8	29	0	1	1	174457
3524	0	5	10	0	8	29	0	1	1	5628.27
3524	0	7	10	0	8	29	0	1	1	116924
3524	0	7	6	0	8	29	0	1	1	31879.3
3524	0	8	6	0	8	29	0	1	1	531299
3524	0	8	10	0	8	29	0	1	1	3547.86
3524	0	9	10	0	8	29	0	1	1	9.04905e+06
3524	0	9	6	0	8	29	0	1	1	8848.88
3528	0	1	7	0	8	29	0	1	1	7.99831e+07
3528	0	2	7	0	8	29	0	1	1	189638
3528	0	3	7	0	8	29	0	1	1	32917.9
3528	0	4	7	0	8	29	0	1	1	413064
3528	0	5	7	0	8	29	0	1	1	15910.7
3528	0	6	7	0	8	29	0	1	1	31879.3
3528	0	8	7	0	8	29	0	1	1	15152.3
3528	0	9	7	0	8	29	0	1	1	205677
3528	0	10	7	0	8	29	0	1	1	116924
3536	0	1	2	0	8	29	0	1	1	334250
3536	0	1	4	0	8	29	0	1	1	228877
3536	0	1	5	0	8	29	0	1	1	21085.8
3536	0	1	8	0	8	29	0	1	1	17856
3536	0	3	2	0	8	29	0	1	1	312009
3536	0	3	5	0	8	29	0	1	1	41885.3
3536	0	3	4	0	8	29	0	1	1	9196.58
3536	0	3	8	0	8	29	0	1	1	5723.06
3536	0	6	8	0	8	29	0	1	1	531299
3536	0	6	5	0	8	29	0	1	1	174457
3536	0	6	2	0	8	29	0	1	1	67469.8
3536	0	6	4	0	8	29	0	1	1	13157.2
3536	0	7	4	0	8	29	0	1	1	413064
3536	0	7	2	0	8	29	0	1	1	189638
3536	0	7	5	0	8	29	0	1	1	15910.7
3536	0	7	8	0	8	29	0	1	1	15152.3
3536	0	9	2	0	8	29	0	1	1	81286.4
3536	0	9	4	0	8	29	0	1	1	58817.3
3536	0	9	5	0	8	29	0	1	1	8363.67
3536	0	9	8	0	8	29	0	1	1	4564.76
3536	0	10	4	0	8	29	0	1	1	58659.5
3536	0	10	2	0	8	29	0	1	1	39052.6
3536	0	10	5	0	8	29	0	1	1	5628.27
3536	0	10	8	0	8	29	0	1	1	3547.86
3840	0	1	8	0	8	29	0	1	1	17856
3840	0	1	10	0	8	29	0	1	0	11.0475
3840	0	1	5	0	8	29	0	1	0	0.571048
3840	0	2	8	0	8	29	0	1	1	17242
3840	0	2	5	0	8	29	0	1	0	5.9358
3840	0	2	10	0	8	29	0	1	0	1.06287
3840	0	3	8	0	8	29	0	1	1	5723.06
3840	0	3	5	0	8	29	0	1	0	3.42183
3840	0	3	10	0	8	29	0	1	0	1.84366
3840	0	4	8	0	8	29	0	1	1	9822.72
3840	0	4	10	0	8	29	0	1	0	25.0043
3840	0	4	5	0	8	29	0	1	0	0.252221
3840	0	6	8	0	8	29	0	1	1	531299
3840	0	6	5	0	8	29	0	1	0	70.1184
3840	0	6	10	0	8	29	0	1	0	0.0899471
3840	0	7	8	0	8	29	0	1	1	15152.3
3840	0	7	10	0	8	29	0	1	0	18.4563
3840	0	7	5	0	8	29	0	1	0	0.341804
3840	0	9	8	0	8	29	0	1	1	4564.76
3840	0	9	10	0	8	29	0	1	0	2716.91
3840	0	9	5	0	8	29	0	1	0	0.00232163
3848	0	1	4	0	8	29	0	1	1	228877
3848	0	1	6	0	8	29	0	1	1	42440.3
3848	0	1	3	0	8	29	0	1	1	41882.5
3848	0	2	3	0	8	29	0	1	1	312009
3848	0	2	6	0	8	29	0	1	1	67469.8
3848	0	2	4	0	8	29	0	1	1	26490.8
3848	0	5	6	0	8	29	0	1	1	174457
3848	0	5	3	0	8	29	0	1	1	41885.3
3848	0	5	4	0	8	29	0	1	1	5890.32
3848	0	7	4	0	8	29	0	1	1	413064
3848	0	7	3	0	8	29	0	1	1	32917.9
3848	0	7	6	0	8	29	0	1	1	31879.3
3848	0	8	6	0	8	29	0	1	1	531299
3848	0	8	4	0	8	29	0	1	1	9822.72
3848	0	8	3	0	8	29	0	1	1	5723.06
3848	0	9	4	0	8	29	0	1	1	58817.3
3848	0	9	3	0	8	29	0	1	1	58402.7
3848	0	9	6	0	8	29	0	1	1	8848.88
3848	0	10	4	0	8	29	0	1	1	58659.5
3848	0	10	3	0	8	29	0	1	1	30744.6
3848	0	10	6	0	8	29	0	1	1	6247.16
3852	0	1	7	0	8	29	0	1	1	7.99831e+07
3852	0	1	2	0	8	29	0	1	1	334250
3852	0	1	9	0	8	29	0	1	1	175739
3852	0	3	2	0	8	29	0	1	1	312009
3852	0	3	9	0	8	29	0	1	1	58402.7
3852	0	3	7	0	8	29	0	1	1	32917.9
3852	0	4	7	0	8	29	0	1	1	413064
3852	0	4	9	0	8	29	0	1	1	58817.3
3852	0	4	2	0	8	29	0	1	1	26490.8
3852	0	5	2	0	8	29	0	1	1	92290.4
3852	0	5	7	0	8	29	0	1	1	15910.7
3852	0	5	9	0	8	29	0	1	1	8363.67
3852	0	6	2	0	8	29	0	1	1	67469.8
3852	0	6	7	0	8	29	0	1	1	31879.3
3852	0	6	9	0	8	29	0	1	1	8848.88
3852	0	8	2	0	8	29	0	1	1	17242
3852	0	8	7	0	8	29	0	1	1	15152.3
3852	0	8	9	0	8	29	0	1	1	4564.76
3852	0	10	9	0	8	29	0	1	1	9.04905e+06
3852	0	10	7	0	8	29	0	1	1	116924
3852	0	10	2	0	8	29	0	1	1	39052.6
3856	0	2	1	0	8	29	0	1	1	334250
3856	0	3	1	0	8	29	0	1	1	41882.5
3856	0	4	1	0	8	29	0	1	1	228877
3856	0	5	1	0	8	29	0	1	1	21085.8
3856	0	6	1	0	8	29	0	1	1	42440.3
3856	0	7	1	0	8	29	0	1	1	7.99831e+07
3856	0	8	1	0	8	29	0	1	1	17856
3856	0	9	1	0	8	29	0	1	1	175739
3856	0	10	1	0	8	29	0	1	1	92748.4
4160	0	1	2	0	8	29	0	1	1	334250
4160	0	1	6	0	8	29	0	1	1	42440.3
4160	0	3	2	0	8	29	0	1	1	312009
4160	0	3	6	0	8	29	0	1	1	15512.4
4160	0	4	2	0	8	29	0	1	1	26490.8
4160	0	4	6	0	8	29	0	1	1	13157.2
4160	0	5	6	0	8	29	0	1	1	174457
4160	0	5	2	0	8	29	0	1	1	92290.4
4160	0	7	2	0	8	29	0	1	1	189638
4160	0	7	6	0	8	29	0	1	1	31879.3
4160	0	8	6	0	8	29	0	1	1	531299
4160	0	8	2	0	8	29	0	1	1	17242
4160	0	9	2	0	8	29	0	1	1	81286.4
4160	0	9	6	0	8	29	0	1	1	8848.88
4160	0	10	2	0	8	29	0	1	1	39052.6
4160	0	10	6	0	8	29	0	1	1	6247.16
4164	0	1	3	0	8	29	0	1	1	41882.5
4164	0	1	5	0	8	29	0	1	1	21085.8
4164	0	2	3	0	8	29	0	1	1	312009
4164	0	2	5	0	8	29	0	1	1	92290.4
4164	0	4	3	0	8	29	0	1	1	9196.58
4164	0	4	5	0	8	29	0	1	1	5890.32
4164	0	6	5	0	8	29	0	1	1	174457
4164	0	6	3	0	8	29	0	1	1	15512.4
4164	0	7	3	0	8	29	0	1	1	32917.9
4164	0	7	5	0	8	29	0	1	1	15910.7
4164	0	8	5	0	8	29	0	1	1	31768.9
4164	0	8	3	0	8	29	0	1	1	5723.06
4164	0	9	3	0	8	29	0	1	1	58402.7
4164	0	9	5	0	8	29	0	1	1	8363.67
4164	0	10	3	0	8	29	0	1	1	30744.6
4164	0	10	5	0	8	29	0	1	1	5628.27
4172	0	2	10	0	8	29	0	1	1	39052.6
4172	0	2	4	0	8	29	0	1	1	26490.8
4172	0	2	8	0	8	29	0	1	1	17242
4172	0	2	1	0	8	29	0	1	0	4.42732
4172	0	2	7	0	8	29	0	1	0	1.42512
4172	0	3	10	0	8	29	0	1	1	30744.6
4172	0	3	4	0	8	29	0	1	1	9196.58
4172	0	3	8	0	8	29	0	1	1	5723.06
4172	0	3	1	0	8	29	0	1	0	3.19571
4172	0	3	7	0	8	29	0	1	0	1.97412
4172	0	5	8	0	8	29	0	1	1	31768.9
4172	0	5	4	0	8	29	0	1	1	5890.32
4172	0	5	10	0	8	29	0	1	1	5628.27
4172	0	5	1	0	8	29	0	1	0	3.32839
4172	0	5	7	0	8	29	0	1	0	1.89516
4172	0	6	8	0	8	29	0	1	1	531299
4172	0	6	4	0	8	29	0	1	1	13157.2
4172	0	6	10	0	8	29	0	1	1	6247.16
4172	0	6	1	0	8	29	0	1	0	3.34376
4172	0	6	7	0	8	29	0	1	0	1.88671
4172	0	9	10	0	8	29	0	1	1	9.04905e+06
4172	0	9	4	0	8	29	0	1	1	58817.3
4172	0	9	8	0	8	29	0	1	1	4564.76
4172	0	9	7	0	8	29	0	1	0	2.93976
4172	0	9	1	0	8	29	0	1	0	2.14623
4176	0	1	9	0	8	29	0	1	1	175739
4176	0	2	9	0	8	29	0	1	1	81286.4
4176	0	3	9	0	8	29	0	1	1	58402.7
4176	0	4	9	0	8	29	0	1	1	58817.3
4176	0	5	9	0	8	29	0	1	1	8363.67
4176	0	6	9	0	8	29	0	1	1	8848.88
4176	0	7	9	0	8	29	0	1	1	205677
4176	0	8	9	0	8	29	0	1	1	4564.76
4176	0	10	9	0	8	29	0	1	1	9.04905e+06
4480	0	2	1	0	8	29	0	1	1	334250
4480	0	2	3	0	8	29	0	1	1	312009
4480	0	2	9	0	8	29	0	1	1	81286.4
4480	0	4	1	0	8	29	0	1	1	228877
4480	0	4	9	0	8	29	0	1	1	58817.3
4480	0	4	3	0	8	29	0	1	1	9196.58
4480	0	5	3	0	8	29	0	1	1	41885.3
4480	0	5	1	0	8	29	0	1	1	21085.8
4480	0	5	9	0	8	29	0	1	1	8363.67
4480	0	6	1	0	8	29	0	1	1	42440.3
4480	0	6	3	0	8	29	0	1	1	15512.4
4480	0	6	9	0	8	29	0	1	1	8848.88
4480	0	7	1	0	8	29	0	1	1	7.99831e+07
4480	0	7	9	0	8	29	0	1	1	205677
4480	0	7	3	0	8	29	0	1	1	32917.9
4480	0	8	1	0	8	29	0	1	1	17856
4480	0	8	3	0	8	29	0	1	1	5723.06
4480	0	8	9	0	8	29	0	1	1	4564.76
4480	0	10	9	0	8	29	0	1	1	9.04905e+06
4480	0	10	1	0	8	29	0	1	1	92748.4
4480	0	10	3	0	8	29	0	1	1	30744.6
4484	0	1	2	0	8	29	0	1	1	334250
4484	0	1	4	0	8	29	0	1	1	228877
4484	0	3	2	0	8	29	0	1	1	312009
4484	0	3	4	0	8	29	0	1	1	9196.58
4484	0	5	2	0	8	29	0	1	1	92290.4
4484	0	5	4	0	8	29	0	1	1	5890.32
4484	0	6	2	0	8	29	0	1	1	67469.8
4484	0	6	4	0	8	29	0	1	1	13157.2
4484	0	7	4	0	8	29	0	1	1	413064
4484	0	7	2	0	8	29	0	1	1	189638
4484	0	8	2	0	8	29	0	1	1	17242
4484	0	8	4	0	8	29	0	1	1	9822.72
4484	0	9	2	0	8	29	0	1	1	81286.4
4484	0	9	4	0	8	29	0	1	1	58817.3
4484	0	10	4	0	8	29	0	1	1	58659.5
4484	0	10	2	0	8	29	0	1	1	39052.6
4488	0	1	5	0	8	29	0	1	1	21085.8
4488	0	2	5	0	8	29	0	1	1	92290.4
4488	0	3	5	0	8	29	0	1	1	41885.3
4488	0	4	5	0	8	29	0	1	1	5890.32
